,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.01,3,5,0.5,5,0.6115524789670993,0.8048472126838133,0.14121377286596992,0.30145490275545606,0.5162925487698238,0.1940360797482722,0.049787301087127776,0.08403137880600985,automl\GBM_AutoMl_0
1,0.01,3,5,0.5,6,0.6305639023588581,0.8313561973462851,0.1376512584867669,0.27632609921957657,0.5151544043610041,0.15691194664886282,0.06302190011028833,0.10487676979549031,automl\GBM_AutoMl_1
2,0.01,3,5,0.5,7,0.6630681129579051,0.8663321752872968,0.13111006221088845,0.24723266339641392,0.4208100549971175,0.16044396759606216,0.1022530329289428,0.16428300215162636,automl\GBM_AutoMl_2
3,0.01,3,5,0.5,8,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_3
4,0.01,3,5,0.5,9,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_4
5,0.01,3,5,0.5,10,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_5
6,0.01,3,5,0.5,11,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_6
7,0.01,3,5,0.5,12,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_7
8,0.01,3,5,0.5,13,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_8
9,0.01,3,5,0.5,14,0.6888730676656896,0.8832002773552853,0.12703781886955026,0.21853871136835645,0.3402466425270704,0.1576847457889995,0.14542303450449032,0.21786852354537944,automl\GBM_AutoMl_9
10,0.01,3,5,0.625,5,0.6246064299459706,0.8202647542757926,0.13902428961128682,0.2691324675619824,0.4886823620218304,0.15935752033205836,0.051835512840712146,0.08631772268135904,automl\GBM_AutoMl_10
11,0.01,3,5,0.625,6,0.6353753412565397,0.8436754482752861,0.13544389711573718,0.28588573593263894,0.5116554206168114,0.1730008935905527,0.07247518512683157,0.1191555497992488,automl\GBM_AutoMl_11
12,0.01,3,5,0.625,7,0.7234512316472698,0.8940923878559388,0.12451029460806709,0.2447952070606502,0.3861306760224251,0.17412747257976277,0.26910351347093114,0.3690180404018581,automl\GBM_AutoMl_12
13,0.01,3,5,0.625,8,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_13
14,0.01,3,5,0.625,9,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_14
15,0.01,3,5,0.625,10,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_15
16,0.01,3,5,0.625,11,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_16
17,0.01,3,5,0.625,12,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_17
18,0.01,3,5,0.625,13,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_18
19,0.01,3,5,0.625,14,0.7310657258690153,0.8969341534686134,0.12305647636551482,0.24296095478131294,0.32615050366208953,0.20136618034092463,0.3054986607846227,0.3933461811542752,automl\GBM_AutoMl_19
20,0.01,3,5,0.75,5,0.630094267577228,0.8287541314271778,0.1389113546121229,0.25757486829951554,0.47541147357690156,0.14865656566082247,0.05341106034346935,0.0881091617933723,automl\GBM_AutoMl_20
21,0.01,3,5,0.75,6,0.6363218748032056,0.843723786454682,0.1354547145696389,0.28982670652260895,0.46766994323818883,0.20090508816481895,0.07988025838979045,0.1268451338503878,automl\GBM_AutoMl_21
22,0.01,3,5,0.75,7,0.7507450308691755,0.9022512189988119,0.12214649817278683,0.2747351110888688,0.41250733063813294,0.20584900131423672,0.3937293209390263,0.497610513739546,automl\GBM_AutoMl_22
23,0.01,3,5,0.75,8,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_23
24,0.01,3,5,0.75,9,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_24
25,0.01,3,5,0.75,10,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_25
26,0.01,3,5,0.75,11,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_26
27,0.01,3,5,0.75,12,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_27
28,0.01,3,5,0.75,13,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_28
29,0.01,3,5,0.75,14,0.7622326646303105,0.912517305133765,0.11794071376721832,0.255102305618261,0.3234823136220768,0.22091230161635309,0.4392626437687096,0.5094563727729557,automl\GBM_AutoMl_29
30,0.01,3,5,0.875,5,0.6332038365098999,0.84888997619276,0.1391004932152636,0.2674957016319794,0.4987173365443171,0.15188488417581056,0.05687726484953522,0.09052156469408225,automl\GBM_AutoMl_30
31,0.01,3,5,0.875,6,0.6384472746778689,0.8386185905854018,0.13662364075490796,0.27643062761965687,0.49951949951047664,0.164886191674247,0.07909248463841184,0.12822477650063857,automl\GBM_AutoMl_31
32,0.01,3,5,0.875,7,0.753060511503235,0.9063273153777263,0.12185090804984669,0.2692461214845944,0.3882143669477629,0.20976199875301021,0.4061761462108083,0.4970117601696549,automl\GBM_AutoMl_32
33,0.01,3,5,0.875,8,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_33
34,0.01,3,5,0.875,9,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_34
35,0.01,3,5,0.875,10,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_35
36,0.01,3,5,0.875,11,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_36
37,0.01,3,5,0.875,12,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_37
38,0.01,3,5,0.875,13,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_38
39,0.01,3,5,0.875,14,0.7641017952939706,0.910605781067734,0.11891483734064959,0.2525534244485859,0.34038005732039933,0.20864010801267924,0.44714038128249567,0.5172696618973844,automl\GBM_AutoMl_39
40,0.01,3,5,1.0,5,0.628824583264102,0.8716100752820328,0.13091662847936866,0.32196216733973626,0.5029148360284927,0.23148583299535802,0.06160390735780684,0.09656705359347986,automl\GBM_AutoMl_40
41,0.01,3,5,1.0,6,0.6505586625164704,0.860102008789047,0.1328514915380331,0.2592472840723104,0.39814999634422754,0.1897959279363518,0.08791555065385222,0.13423141688717827,automl\GBM_AutoMl_41
42,0.01,3,5,1.0,7,0.7123464024314254,0.863398998457142,0.1310250353232151,0.22420003676048003,0.34598247657681314,0.1633088168523135,0.2604380022057665,0.34121168335225516,automl\GBM_AutoMl_42
43,0.01,3,5,1.0,8,0.7255453366145557,0.8915488814190116,0.12495265057716591,0.2350372578076776,0.399875759062359,0.15261800718033686,0.29179139751063493,0.37062237342405446,automl\GBM_AutoMl_43
44,0.01,3,5,1.0,9,0.7255453366145557,0.8915488814190116,0.12495265057716591,0.2350372578076776,0.399875759062359,0.15261800718033686,0.29179139751063493,0.37062237342405446,automl\GBM_AutoMl_44
